Entity,Code,Year,Fertility_Rate,Continent,GDP,Religion,Sex_Ratio
Jamaica,JAM,1962,5.63,North America,4339.0,Christianity,103.027484
Jamaica,JAM,1963,5.71,North America,4395.0,Christianity,103.20633620000001
Jamaica,JAM,1964,5.78,North America,4629.0,Christianity,103.3229814
Jamaica,JAM,1965,5.82,North America,4894.0,Christianity,103.40766459999999
Jamaica,JAM,1966,5.82,North America,4988.0,Christianity,103.4914272
Jamaica,JAM,1967,5.79,North America,5066.0,Christianity,103.5659345
Jamaica,JAM,1968,5.72,North America,5235.0,Christianity,103.6378563
Jamaica,JAM,1969,5.62,North America,5547.0,Christianity,103.71860090000001
Jamaica,JAM,1970,5.48,North America,6135.0,Christianity,103.7932106
Jamaica,JAM,1971,5.31,North America,6062.0,Christianity,103.8496181
Jamaica,JAM,1972,5.11,North America,6150.0,Christianity,103.90000959999999
Jamaica,JAM,1973,4.9,North America,6583.0,Christianity,103.9590736
Jamaica,JAM,1974,4.69,North America,6229.0,Christianity,104.01645390000002
Jamaica,JAM,1975,4.48,North America,6129.0,Christianity,104.0722764
Jamaica,JAM,1976,4.29,North America,5681.0,Christianity,104.14467059999998
Jamaica,JAM,1977,4.12,North America,5501.0,Christianity,104.1965739
Jamaica,JAM,1978,3.97,North America,5482.0,Christianity,104.2841375
Jamaica,JAM,1979,3.84,North America,5318.0,Christianity,104.38461120000001
Jamaica,JAM,1980,3.73,North America,4975.0,Christianity,104.3361427
Jamaica,JAM,1981,3.64,North America,5040.0,Christianity,104.2903457
Jamaica,JAM,1982,3.56,North America,5019.0,Christianity,104.24345509999999
Jamaica,JAM,1983,3.48,North America,5117.0,Christianity,104.2222056
Jamaica,JAM,1984,3.39,North America,5059.0,Christianity,104.210865
Jamaica,JAM,1985,3.31,North America,4814.0,Christianity,104.211055
Jamaica,JAM,1986,3.22,North America,4884.0,Christianity,104.2312974
Jamaica,JAM,1987,3.14,North America,5254.0,Christianity,104.18171140000001
Jamaica,JAM,1988,3.07,North America,5397.0,Christianity,104.11617170000001
Jamaica,JAM,1989,3.0,North America,5748.0,Christianity,104.07546409999999
Jamaica,JAM,1990,2.95,North America,6035.0,Christianity,104.02642800000001
Jamaica,JAM,1991,2.9,North America,6116.58,Christianity,104.00030009999999
Jamaica,JAM,1992,2.86,North America,6292.03,Christianity,103.9895963
Jamaica,JAM,1993,2.83,North America,6414.48,Christianity,103.98115729999999
Jamaica,JAM,1994,2.8,North America,6517.05,Christianity,103.946477
Jamaica,JAM,1995,2.77,North America,6656.28,Christianity,103.9201559
Jamaica,JAM,1996,2.74,North America,6648.93,Christianity,103.9003452
Jamaica,JAM,1997,2.7,North America,6523.64,Christianity,103.8678349
Jamaica,JAM,1998,2.67,North America,6432.65,Christianity,103.8284117
Jamaica,JAM,1999,2.62,North America,6485.32,Christianity,103.7955968
Jamaica,JAM,2000,2.58,North America,6531.28,Christianity,103.72554570000001
Jamaica,JAM,2001,2.53,North America,6615.19,Christianity,103.78849029999999
Jamaica,JAM,2002,2.48,North America,6660.76,Christianity,103.9176213
Jamaica,JAM,2003,2.44,North America,6908.67,Christianity,103.9130194
Jamaica,JAM,2004,2.4,North America,7004.98,Christianity,103.8799141
Jamaica,JAM,2005,2.36,North America,7073.77,Christianity,103.83073040000001
Jamaica,JAM,2006,2.33,North America,7286.97,Christianity,103.8134638
Jamaica,JAM,2007,2.29,North America,7402.18,Christianity,103.78409
Jamaica,JAM,2008,2.25,North America,7353.11,Christianity,103.78142890000001
Jamaica,JAM,2009,2.21,North America,7115.37,Christianity,103.78212740000001
Jamaica,JAM,2010,2.17,North America,7025.93,Christianity,103.764725
Jamaica,JAM,2011,2.14,North America,7141.0,Christianity,103.7641387
Jamaica,JAM,2012,2.1,North America,7053.0,Christianity,103.7625662
Jamaica,JAM,2013,2.07,North America,7017.0,Christianity,103.75739320000001
Jamaica,JAM,2014,2.05,North America,7005.0,Christianity,103.75342090000001
Jamaica,JAM,2015,2.03,North America,7024.0,Christianity,103.7478744
Jamaica,JAM,2016,2.01,North America,7084.0,Christianity,103.760988
Jamaica,JAM,2017,1.99,North America,7135.18,Christianity,103.7496979
Jamaica,JAM,2018,1.98,North America,7272.98,Christianity,
Jamaica,JAM,2019,1.97,North America,,Christianity,
Japan,JPN,1800,4.08,Asia,1317.0,Unaffiliated Religions,
Japan,JPN,1801,4.11,Asia,,Unaffiliated Religions,
Japan,JPN,1802,4.14,Asia,,Unaffiliated Religions,
Japan,JPN,1803,4.17,Asia,,Unaffiliated Religions,
Japan,JPN,1804,4.2,Asia,1316.52,Unaffiliated Religions,
Japan,JPN,1805,4.23,Asia,,Unaffiliated Religions,
Japan,JPN,1806,4.25,Asia,,Unaffiliated Religions,
Japan,JPN,1807,4.28,Asia,,Unaffiliated Religions,
Japan,JPN,1808,4.31,Asia,,Unaffiliated Religions,
Japan,JPN,1809,4.34,Asia,,Unaffiliated Religions,
Japan,JPN,1810,4.37,Asia,,Unaffiliated Religions,
Japan,JPN,1811,4.4,Asia,,Unaffiliated Religions,
Japan,JPN,1812,4.43,Asia,,Unaffiliated Religions,
Japan,JPN,1813,4.43,Asia,,Unaffiliated Religions,
Japan,JPN,1814,4.44,Asia,,Unaffiliated Religions,
Japan,JPN,1815,4.44,Asia,,Unaffiliated Religions,
Japan,JPN,1816,4.45,Asia,,Unaffiliated Religions,
Japan,JPN,1817,4.45,Asia,,Unaffiliated Religions,
Japan,JPN,1818,4.45,Asia,,Unaffiliated Religions,
Japan,JPN,1819,4.46,Asia,,Unaffiliated Religions,
Japan,JPN,1820,4.46,Asia,1317.0,Unaffiliated Religions,
Japan,JPN,1821,4.47,Asia,,Unaffiliated Religions,
Japan,JPN,1822,4.47,Asia,,Unaffiliated Religions,
Japan,JPN,1823,4.48,Asia,,Unaffiliated Religions,
Japan,JPN,1824,4.48,Asia,,Unaffiliated Religions,
Japan,JPN,1825,4.48,Asia,,Unaffiliated Religions,
Japan,JPN,1826,4.49,Asia,,Unaffiliated Religions,
Japan,JPN,1827,4.49,Asia,,Unaffiliated Religions,
Japan,JPN,1828,4.5,Asia,,Unaffiliated Religions,
Japan,JPN,1829,4.5,Asia,,Unaffiliated Religions,
Japan,JPN,1830,4.51,Asia,,Unaffiliated Religions,
Japan,JPN,1831,4.51,Asia,,Unaffiliated Religions,
Japan,JPN,1832,4.51,Asia,,Unaffiliated Religions,
Japan,JPN,1833,4.52,Asia,,Unaffiliated Religions,
Japan,JPN,1834,4.52,Asia,,Unaffiliated Religions,
Japan,JPN,1835,4.53,Asia,,Unaffiliated Religions,
Japan,JPN,1836,4.53,Asia,,Unaffiliated Religions,
Japan,JPN,1837,4.54,Asia,,Unaffiliated Religions,
Japan,JPN,1838,4.54,Asia,,Unaffiliated Religions,
Japan,JPN,1839,4.55,Asia,,Unaffiliated Religions,
Japan,JPN,1840,4.56,Asia,,Unaffiliated Religions,
Japan,JPN,1841,4.58,Asia,,Unaffiliated Religions,
Japan,JPN,1842,4.59,Asia,,Unaffiliated Religions,
Japan,JPN,1843,4.6,Asia,,Unaffiliated Religions,
Japan,JPN,1844,4.61,Asia,,Unaffiliated Religions,
Japan,JPN,1845,4.62,Asia,,Unaffiliated Religions,
Japan,JPN,1846,4.64,Asia,1435.77,Unaffiliated Religions,
Japan,JPN,1847,4.65,Asia,,Unaffiliated Religions,
Japan,JPN,1848,4.66,Asia,,Unaffiliated Religions,
Japan,JPN,1849,4.67,Asia,,Unaffiliated Religions,
Japan,JPN,1850,4.68,Asia,1436.0,Unaffiliated Religions,
Japan,JPN,1851,4.7,Asia,,Unaffiliated Religions,
Japan,JPN,1852,4.71,Asia,,Unaffiliated Religions,
Japan,JPN,1853,4.72,Asia,,Unaffiliated Religions,
Japan,JPN,1854,4.73,Asia,,Unaffiliated Religions,
Japan,JPN,1855,4.74,Asia,,Unaffiliated Religions,
Japan,JPN,1856,4.76,Asia,,Unaffiliated Religions,
Japan,JPN,1857,4.77,Asia,,Unaffiliated Religions,
Japan,JPN,1858,4.78,Asia,,Unaffiliated Religions,
Japan,JPN,1859,4.79,Asia,,Unaffiliated Religions,
Japan,JPN,1860,4.8,Asia,,Unaffiliated Religions,
Japan,JPN,1861,4.82,Asia,,Unaffiliated Religions,
Japan,JPN,1862,4.83,Asia,,Unaffiliated Religions,
Japan,JPN,1863,4.84,Asia,,Unaffiliated Religions,
Japan,JPN,1864,4.7,Asia,,Unaffiliated Religions,
Japan,JPN,1865,4.55,Asia,,Unaffiliated Religions,
Japan,JPN,1866,4.41,Asia,,Unaffiliated Religions,
Japan,JPN,1867,4.27,Asia,,Unaffiliated Religions,
Japan,JPN,1868,4.13,Asia,,Unaffiliated Religions,
Japan,JPN,1869,3.98,Asia,,Unaffiliated Religions,
Japan,JPN,1870,3.84,Asia,1580.0,Unaffiliated Religions,
Japan,JPN,1871,3.7,Asia,,Unaffiliated Religions,
Japan,JPN,1872,3.56,Asia,,Unaffiliated Religions,
Japan,JPN,1873,3.41,Asia,,Unaffiliated Religions,
Japan,JPN,1874,3.52,Asia,1607.49,Unaffiliated Religions,
Japan,JPN,1875,3.74,Asia,,Unaffiliated Religions,
Japan,JPN,1876,3.75,Asia,,Unaffiliated Religions,
Japan,JPN,1877,3.67,Asia,,Unaffiliated Religions,
Japan,JPN,1878,3.58,Asia,,Unaffiliated Religions,
Japan,JPN,1879,3.55,Asia,,Unaffiliated Religions,
Japan,JPN,1880,3.59,Asia,,Unaffiliated Religions,
Japan,JPN,1881,3.77,Asia,,Unaffiliated Religions,
Japan,JPN,1882,3.67,Asia,,Unaffiliated Religions,
Japan,JPN,1883,3.96,Asia,,Unaffiliated Religions,
Japan,JPN,1884,3.8,Asia,,Unaffiliated Religions,
Japan,JPN,1885,3.98,Asia,1728.68,Unaffiliated Religions,
Japan,JPN,1886,4.04,Asia,1831.88,Unaffiliated Religions,
Japan,JPN,1887,4.04,Asia,1847.53,Unaffiliated Religions,
Japan,JPN,1888,4.43,Asia,1723.57,Unaffiliated Religions,
Japan,JPN,1889,4.54,Asia,1754.53,Unaffiliated Religions,
Japan,JPN,1890,4.18,Asia,1853.58,Unaffiliated Religions,
Japan,JPN,1891,3.99,Asia,1749.74,Unaffiliated Religions,
Japan,JPN,1892,4.4,Asia,1841.7,Unaffiliated Religions,
Japan,JPN,1893,4.26,Asia,1832.44,Unaffiliated Religions,
Japan,JPN,1894,4.35,Asia,2016.42,Unaffiliated Religions,
Japan,JPN,1895,4.36,Asia,2021.83,Unaffiliated Religions,
Japan,JPN,1896,4.51,Asia,1904.44,Unaffiliated Religions,
Japan,JPN,1897,4.66,Asia,1904.51,Unaffiliated Religions,
Japan,JPN,1898,4.72,Asia,2232.85,Unaffiliated Religions,
Japan,JPN,1899,4.73,Asia,2104.56,Unaffiliated Religions,
Japan,JPN,1900,4.69,Asia,2123.25,Unaffiliated Religions,
Japan,JPN,1901,5.01,Asia,2161.51,Unaffiliated Religions,
Japan,JPN,1902,4.97,Asia,2012.77,Unaffiliated Religions,
Japan,JPN,1903,4.83,Asia,2203.87,Unaffiliated Religions,
Japan,JPN,1904,4.61,Asia,2178.99,Unaffiliated Religions,
Japan,JPN,1905,4.52,Asia,2111.25,Unaffiliated Religions,
Japan,JPN,1906,4.38,Asia,2328.98,Unaffiliated Religions,
Japan,JPN,1907,5.03,Asia,2358.22,Unaffiliated Religions,
Japan,JPN,1908,5.13,Asia,2356.92,Unaffiliated Religions,
Japan,JPN,1909,5.16,Asia,2333.2,Unaffiliated Religions,
Japan,JPN,1910,5.01,Asia,2316.98,Unaffiliated Religions,
Japan,JPN,1911,5.19,Asia,2399.77,Unaffiliated Religions,
Japan,JPN,1912,5.08,Asia,2419.71,Unaffiliated Religions,
Japan,JPN,1913,5.07,Asia,2430.63,Unaffiliated Religions,
Japan,JPN,1914,5.14,Asia,2357.8,Unaffiliated Religions,
Japan,JPN,1915,4.91,Asia,2512.06,Unaffiliated Religions,
Japan,JPN,1916,4.98,Asia,2829.29,Unaffiliated Religions,
Japan,JPN,1917,4.95,Asia,2940.63,Unaffiliated Religions,
Japan,JPN,1918,4.83,Asia,2973.49,Unaffiliated Religions,
Japan,JPN,1919,4.77,Asia,3219.31,Unaffiliated Religions,
Japan,JPN,1920,5.35,Asia,2973.96,Unaffiliated Religions,
Japan,JPN,1921,5.22,Asia,3244.35,Unaffiliated Religions,
Japan,JPN,1922,5.12,Asia,3243.83,Unaffiliated Religions,
Japan,JPN,1923,5.26,Asia,3243.55,Unaffiliated Religions,
Japan,JPN,1924,5.07,Asia,3316.36,Unaffiliated Religions,
Japan,JPN,1925,5.22,Asia,3414.35,Unaffiliated Religions,
Japan,JPN,1926,5.19,Asia,3358.54,Unaffiliated Religions,
Japan,JPN,1927,5.0,Asia,3346.89,Unaffiliated Religions,
Japan,JPN,1928,5.09,Asia,3554.12,Unaffiliated Religions,
Japan,JPN,1929,4.87,Asia,3665.09,Unaffiliated Religions,
Japan,JPN,1930,4.82,Asia,3334.11,Unaffiliated Religions,
Japan,JPN,1931,4.76,Asia,3320.81,Unaffiliated Religions,
Japan,JPN,1932,4.86,Asia,3529.29,Unaffiliated Religions,
Japan,JPN,1933,4.63,Asia,3786.8,Unaffiliated Religions,
Japan,JPN,1934,4.39,Asia,3755.69,Unaffiliated Religions,
Japan,JPN,1935,4.59,Asia,3825.3,Unaffiliated Religions,
Japan,JPN,1936,4.34,Asia,3985.55,Unaffiliated Religions,
Japan,JPN,1937,4.45,Asia,4074.92,Unaffiliated Religions,
Japan,JPN,1938,3.87,Asia,4256.84,Unaffiliated Religions,
Japan,JPN,1939,3.79,Asia,4803.78,Unaffiliated Religions,
Japan,JPN,1940,4.13,Asia,4882.4,Unaffiliated Religions,
Japan,JPN,1941,4.35,Asia,4986.24,Unaffiliated Religions,
Japan,JPN,1942,4.17,Asia,4938.54,Unaffiliated Religions,
Japan,JPN,1943,4.1,Asia,4825.65,Unaffiliated Religions,
Japan,JPN,1944,3.93,Asia,4816.11,Unaffiliated Religions,
Japan,JPN,1945,3.1,Asia,3677.67,Unaffiliated Religions,
Japan,JPN,1946,3.35,Asia,2771.37,Unaffiliated Religions,
Japan,JPN,1947,4.48,Asia,2710.95,Unaffiliated Religions,
Japan,JPN,1948,4.35,Asia,2857.23,Unaffiliated Religions,
Japan,JPN,1949,4.27,Asia,2866.77,Unaffiliated Religions,
Japan,JPN,1950,3.48,Asia,3062.0,Unaffiliated Religions,105.84582990000001
Japan,JPN,1951,3.34,Asia,3389.0,Unaffiliated Religions,105.0371254
Japan,JPN,1952,3.07,Asia,3724.0,Unaffiliated Religions,105.1451462
Japan,JPN,1953,2.84,Asia,3944.0,Unaffiliated Religions,105.23428179999999
Japan,JPN,1954,2.63,Asia,4116.0,Unaffiliated Religions,105.9717737
Japan,JPN,1955,2.46,Asia,4417.0,Unaffiliated Religions,105.76263529999999
Japan,JPN,1956,2.32,Asia,4699.0,Unaffiliated Religions,105.7314087
Japan,JPN,1957,2.21,Asia,4999.0,Unaffiliated Religions,105.6834453
Japan,JPN,1958,2.13,Asia,5243.0,Unaffiliated Religions,105.51047709999999
Japan,JPN,1959,2.07,Asia,5665.0,Unaffiliated Religions,105.68215020000001
Japan,JPN,1960,2.04,Asia,6354.0,Unaffiliated Religions,105.6102602
Japan,JPN,1961,2.02,Asia,7055.0,Unaffiliated Religions,105.883698
Japan,JPN,1962,2.01,Asia,7614.0,Unaffiliated Religions,106.01267140000002
Japan,JPN,1963,2.01,Asia,8176.0,Unaffiliated Religions,105.7126505
Japan,JPN,1964,2.01,Asia,9035.0,Unaffiliated Religions,105.7972872
Japan,JPN,1965,2.02,Asia,9459.0,Unaffiliated Religions,105.5741784
Japan,JPN,1966,2.03,Asia,10370.0,Unaffiliated Religions,107.0272554
Japan,JPN,1967,2.04,Asia,11400.0,Unaffiliated Religions,105.69609890000001
Japan,JPN,1968,2.07,Asia,12725.0,Unaffiliated Religions,106.947597
Japan,JPN,1969,2.09,Asia,14145.0,Unaffiliated Religions,107.1744882
Japan,JPN,1970,2.11,Asia,15484.0,Unaffiliated Religions,107.0842315
Japan,JPN,1971,2.12,Asia,16004.0,Unaffiliated Religions,106.72795649999999
Japan,JPN,1972,2.11,Asia,17110.0,Unaffiliated Religions,106.4947571
Japan,JPN,1973,2.09,Asia,18226.0,Unaffiliated Religions,106.2505108
Japan,JPN,1974,2.05,Asia,17765.0,Unaffiliated Religions,106.36005929999999
Japan,JPN,1975,2.0,Asia,18082.0,Unaffiliated Religions,106.1704754
Japan,JPN,1976,1.94,Asia,18600.0,Unaffiliated Religions,106.1760815
Japan,JPN,1977,1.89,Asia,19230.0,Unaffiliated Religions,106.0711116
Japan,JPN,1978,1.84,Asia,20060.0,Unaffiliated Religions,106.01310120000001
Japan,JPN,1979,1.81,Asia,20982.0,Unaffiliated Religions,106.1302403
Japan,JPN,1980,1.78,Asia,21404.0,Unaffiliated Religions,105.9948763
Japan,JPN,1981,1.77,Asia,21924.0,Unaffiliated Religions,105.8522555
Japan,JPN,1982,1.76,Asia,22440.0,Unaffiliated Religions,105.5400374
Japan,JPN,1983,1.75,Asia,22805.0,Unaffiliated Religions,105.64249850000002
Japan,JPN,1984,1.73,Asia,23548.0,Unaffiliated Religions,105.489056
Japan,JPN,1985,1.71,Asia,24437.0,Unaffiliated Religions,105.62089080000001
Japan,JPN,1986,1.69,Asia,24992.0,Unaffiliated Religions,105.8474258
Japan,JPN,1987,1.66,Asia,25904.0,Unaffiliated Religions,105.7824993
Japan,JPN,1988,1.63,Asia,27393.0,Unaffiliated Religions,105.6273203
Japan,JPN,1989,1.6,Asia,28601.0,Unaffiliated Religions,105.6214595
Japan,JPN,1990,1.56,Asia,29949.0,Unaffiliated Religions,105.51422790000001
Japan,JPN,1991,1.53,Asia,30837.43,Unaffiliated Religions,105.7127848
Japan,JPN,1992,1.5,Asia,30977.81,Unaffiliated Religions,105.89729479999998
Japan,JPN,1993,1.47,Asia,30920.66,Unaffiliated Religions,105.61515940000001
Japan,JPN,1994,1.44,Asia,31135.43,Unaffiliated Religions,105.5306437
Japan,JPN,1995,1.41,Asia,31887.28,Unaffiliated Religions,105.29731470000002
Japan,JPN,1996,1.39,Asia,32784.16,Unaffiliated Religions,105.51947679999999
Japan,JPN,1997,1.37,Asia,33038.29,Unaffiliated Religions,105.2799527
Japan,JPN,1998,1.35,Asia,32558.19,Unaffiliated Religions,105.41265759999999
Japan,JPN,1999,1.34,Asia,32394.52,Unaffiliated Religions,105.5655674
Japan,JPN,2000,1.32,Asia,33210.81,Unaffiliated Religions,105.7392613
Japan,JPN,2001,1.31,Asia,33246.39,Unaffiliated Religions,105.5393469
Japan,JPN,2002,1.3,Asia,33195.4,Unaffiliated Religions,105.6168425
Japan,JPN,2003,1.3,Asia,33619.95,Unaffiliated Religions,105.4564808
Japan,JPN,2004,1.3,Asia,34313.56,Unaffiliated Religions,105.2945591
Japan,JPN,2005,1.31,Asia,34857.76,Unaffiliated Religions,105.31870659999998
Japan,JPN,2006,1.32,Asia,35333.11,Unaffiliated Religions,105.3434365
Japan,JPN,2007,1.33,Asia,35892.71,Unaffiliated Religions,105.5322797
Japan,JPN,2008,1.34,Asia,35496.23,Unaffiliated Religions,105.3181534
Japan,JPN,2009,1.36,Asia,33590.01,Unaffiliated Religions,105.4105952
Japan,JPN,2010,1.37,Asia,35011.4,Unaffiliated Religions,105.6782399
Japan,JPN,2011,1.39,Asia,34979.0,Unaffiliated Religions,105.5229405
Japan,JPN,2012,1.4,Asia,35580.0,Unaffiliated Religions,105.366555
Japan,JPN,2013,1.42,Asia,36354.0,Unaffiliated Religions,105.20810759999999
Japan,JPN,2014,1.43,Asia,36537.0,Unaffiliated Religions,105.5297004
Japan,JPN,2015,1.44,Asia,37031.0,Unaffiliated Religions,105.48319
Japan,JPN,2016,1.46,Asia,37465.0,Unaffiliated Religions,105.43696969999999
Japan,JPN,2017,1.47,Asia,38414.86,Unaffiliated Religions,105.3966144
Japan,JPN,2018,1.48,Asia,38673.81,Unaffiliated Religions,
Japan,JPN,2019,1.5,Asia,,Unaffiliated Religions,
Jordan,JOR,1950,7.56,Asia,2651.0,Islam,105.2033787
Jordan,JOR,1951,7.5,Asia,2702.0,Islam,105.22946979999999
Jordan,JOR,1952,7.39,Asia,2751.0,Islam,105.2951305
Jordan,JOR,1953,7.32,Asia,2801.0,Islam,105.3355729
Jordan,JOR,1954,7.28,Asia,2848.0,Islam,105.3905399
Jordan,JOR,1955,7.28,Asia,2590.0,Islam,105.45550109999999
Jordan,JOR,1956,7.31,Asia,3410.0,Islam,105.5168132
Jordan,JOR,1957,7.37,Asia,3354.0,Islam,105.582982
Jordan,JOR,1958,7.46,Asia,3539.0,Islam,105.67858909999998
Jordan,JOR,1959,7.57,Asia,3645.0,Islam,105.75853570000001
Jordan,JOR,1960,7.69,Asia,3714.0,Islam,105.86149250000001
Jordan,JOR,1961,7.8,Asia,4280.0,Islam,105.9659162
Jordan,JOR,1962,7.9,Asia,4176.0,Islam,106.09543590000001
Jordan,JOR,1963,7.98,Asia,4222.0,Islam,106.23113219999999
Jordan,JOR,1964,8.03,Asia,4752.0,Islam,106.38974679999998
Jordan,JOR,1965,8.06,Asia,5074.0,Islam,106.57484509999999
Jordan,JOR,1966,8.05,Asia,5000.0,Islam,106.75902830000001
Jordan,JOR,1967,8.03,Asia,4876.0,Islam,106.9744784
Jordan,JOR,1968,8.0,Asia,4262.0,Islam,107.21362279999998
Jordan,JOR,1969,7.97,Asia,4420.0,Islam,107.4604713
Jordan,JOR,1970,7.93,Asia,3818.0,Islam,107.760071
Jordan,JOR,1971,7.88,Asia,3771.0,Islam,108.08910490000001
Jordan,JOR,1972,7.82,Asia,3754.0,Islam,108.2325618
Jordan,JOR,1973,7.75,Asia,3806.0,Islam,108.22199520000001
Jordan,JOR,1974,7.68,Asia,3995.0,Islam,108.0998347
Jordan,JOR,1975,7.6,Asia,4117.0,Islam,107.9883628
Jordan,JOR,1976,7.52,Asia,4935.0,Islam,107.79248929999999
Jordan,JOR,1977,7.46,Asia,5072.0,Islam,107.4219629
Jordan,JOR,1978,7.39,Asia,5926.0,Islam,106.8208453
Jordan,JOR,1979,7.33,Asia,6247.0,Islam,106.53200690000001
Jordan,JOR,1980,7.26,Asia,7141.0,Islam,106.3719368
Jordan,JOR,1981,7.18,Asia,7176.0,Islam,106.2326027
Jordan,JOR,1982,7.07,Asia,7401.0,Islam,106.1226864
Jordan,JOR,1983,6.94,Asia,7262.0,Islam,106.01962560000001
Jordan,JOR,1984,6.78,Asia,7599.0,Islam,105.9272114
Jordan,JOR,1985,6.59,Asia,7578.0,Islam,106.2274207
Jordan,JOR,1986,6.38,Asia,7973.0,Islam,105.8323537
Jordan,JOR,1987,6.15,Asia,7911.0,Islam,105.6616637
Jordan,JOR,1988,5.93,Asia,7571.0,Islam,105.54349690000001
Jordan,JOR,1989,5.7,Asia,6540.0,Islam,105.2755669
Jordan,JOR,1990,5.49,Asia,6044.0,Islam,105.4101566
Jordan,JOR,1991,5.29,Asia,5900.51,Islam,105.44848619999999
Jordan,JOR,1992,5.1,Asia,6456.12,Islam,105.3419876
Jordan,JOR,1993,4.92,Asia,6460.66,Islam,105.17427240000002
Jordan,JOR,1994,4.75,Asia,6538.17,Islam,104.8496476
Jordan,JOR,1995,4.61,Asia,6760.11,Islam,104.7638578
Jordan,JOR,1996,4.47,Asia,6783.23,Islam,104.7395502
Jordan,JOR,1997,4.35,Asia,6942.46,Islam,104.7747328
Jordan,JOR,1998,4.23,Asia,7120.49,Islam,104.74578000000001
Jordan,JOR,1999,4.13,Asia,7340.49,Islam,104.75683259999998
Jordan,JOR,2000,4.03,Asia,7621.84,Islam,104.8186922
Jordan,JOR,2001,3.95,Asia,7982.74,Islam,104.7699356
Jordan,JOR,2002,3.88,Asia,8394.06,Islam,104.69512859999999
Jordan,JOR,2003,3.83,Asia,8669.62,Islam,104.43772609999999
Jordan,JOR,2004,3.78,Asia,9288.62,Islam,104.2645835
Jordan,JOR,2005,3.75,Asia,9860.81,Islam,104.1828507
Jordan,JOR,2006,3.73,Asia,10404.56,Islam,104.23293050000001
Jordan,JOR,2007,3.71,Asia,10938.8,Islam,104.3278322
Jordan,JOR,2008,3.69,Asia,11378.26,Islam,104.4503543
Jordan,JOR,2009,3.68,Asia,11651.25,Islam,104.5857865
Jordan,JOR,2010,3.66,Asia,11601.09,Islam,104.78328959999999
Jordan,JOR,2011,3.64,Asia,11615.0,Islam,104.96996329999999
Jordan,JOR,2012,3.6,Asia,11523.0,Islam,105.00372809999999
Jordan,JOR,2013,3.56,Asia,11488.0,Islam,105.0038789
Jordan,JOR,2014,3.51,Asia,11523.0,Islam,105.03382350000001
Jordan,JOR,2015,3.45,Asia,11519.0,Islam,105.06424709999999
Jordan,JOR,2016,3.38,Asia,11529.0,Islam,105.0656594
Jordan,JOR,2017,3.31,Asia,11494.38,Islam,105.1047176
Jordan,JOR,2018,3.24,Asia,11506.34,Islam,
Jordan,JOR,2019,3.18,Asia,,Islam,
Kazakhstan,KAZ,1895,6.45,Asia,,Islam,
Kazakhstan,KAZ,1896,6.44,Asia,,Islam,
Kazakhstan,KAZ,1897,6.44,Asia,,Islam,
Kazakhstan,KAZ,1898,6.43,Asia,,Islam,
Kazakhstan,KAZ,1899,6.42,Asia,,Islam,
Kazakhstan,KAZ,1900,6.42,Asia,,Islam,
Kazakhstan,KAZ,1901,6.41,Asia,,Islam,
Kazakhstan,KAZ,1902,6.4,Asia,,Islam,
Kazakhstan,KAZ,1903,6.4,Asia,,Islam,
Kazakhstan,KAZ,1904,6.39,Asia,,Islam,
Kazakhstan,KAZ,1905,6.38,Asia,,Islam,
Kazakhstan,KAZ,1906,6.38,Asia,,Islam,
Kazakhstan,KAZ,1907,6.37,Asia,,Islam,
Kazakhstan,KAZ,1908,6.36,Asia,,Islam,
Kazakhstan,KAZ,1909,6.36,Asia,,Islam,
Kazakhstan,KAZ,1910,6.35,Asia,,Islam,
Kazakhstan,KAZ,1911,6.34,Asia,,Islam,
Kazakhstan,KAZ,1912,6.34,Asia,,Islam,
Kazakhstan,KAZ,1913,6.33,Asia,,Islam,
Kazakhstan,KAZ,1914,6.32,Asia,,Islam,
Kazakhstan,KAZ,1915,6.32,Asia,,Islam,
Kazakhstan,KAZ,1916,6.31,Asia,,Islam,
Kazakhstan,KAZ,1917,6.3,Asia,,Islam,
Kazakhstan,KAZ,1918,6.3,Asia,,Islam,
Kazakhstan,KAZ,1919,6.29,Asia,,Islam,
Kazakhstan,KAZ,1920,6.28,Asia,,Islam,
Kazakhstan,KAZ,1921,6.28,Asia,,Islam,
Kazakhstan,KAZ,1922,6.27,Asia,,Islam,
Kazakhstan,KAZ,1923,6.26,Asia,,Islam,
Kazakhstan,KAZ,1924,6.26,Asia,,Islam,
Kazakhstan,KAZ,1925,6.25,Asia,,Islam,
Kazakhstan,KAZ,1926,6.2,Asia,,Islam,
Kazakhstan,KAZ,1927,6.15,Asia,,Islam,
Kazakhstan,KAZ,1928,6.1,Asia,,Islam,
Kazakhstan,KAZ,1929,6.05,Asia,,Islam,
Kazakhstan,KAZ,1930,6.0,Asia,,Islam,
Kazakhstan,KAZ,1931,5.95,Asia,,Islam,
Kazakhstan,KAZ,1932,5.9,Asia,,Islam,
Kazakhstan,KAZ,1933,5.85,Asia,,Islam,
Kazakhstan,KAZ,1934,5.8,Asia,,Islam,
Kazakhstan,KAZ,1935,5.76,Asia,,Islam,
Kazakhstan,KAZ,1936,5.71,Asia,,Islam,
Kazakhstan,KAZ,1937,5.66,Asia,,Islam,
Kazakhstan,KAZ,1938,5.61,Asia,,Islam,
Kazakhstan,KAZ,1939,5.56,Asia,,Islam,
